report_nr,programm,projekttitel,antragsteller_innen_verantwortliche_personen,forderzeitraum_von,forderzeitraum_bis
72,Erasmus Mundus Design Measures (EMDM),Re-Designing Post-Industrial Cities (joint Master),Prof. Dr. Thomas Feldhoff,2022-03-01T00:00:00Z,2023-05-31T00:00:00Z
72,Forschendes Lernen,Außer Spesen nichts gewesen? - Schulden und öffentliche Haushalte im Mittelalter am Beispiel der Stadtrechnungen von Kalkar.,Dr. Jens Lieven,2019-10-01T00:00:00Z,2020-09-30T00:00:00Z
72,Forschendes Lernen,Ausstellungen eigenständig gestalten im Masterstudiengang Public History,Jun.-Prof. Dr. Christian Bunnenberg,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Forschendes Lernen,Der künstliche Text. Eine Editionswerkstatt zu Konrads von Würzburgs 'Engelhard'.,Dr. phil. Lina Herz,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
72,Forschendes Lernen,Digitale Methoden in der Klassischen Philologie: „Dyskolos“ digital,Julia Jennifer Beine,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
72,Forschendes Lernen,"Durch die Übernahme gesellschaftlicher Verantwortung lernen: ""Soziale Ungleichheit, Armut und Wohnen"" - ein Service-Learning Projekt am Geographischen Institut",Janine Bittner,2019-10-01T00:00:00Z,2020-06-30T00:00:00Z
72,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
72,Forschendes Lernen,Grow - Mit der Grounded Theory-Methodologie gemeinsam im Forschen wachsen,"Olga Neuberger, Inga Lotta Limpinsel, Raphaela Gilles, Prof. Dr. Sandra Aßmann",2021-01-01T00:00:00Z,2022-03-31T00:00:00Z
72,Forschendes Lernen,Interkulturelle Bibelhermeneutiken. Kontextuelle Exegese im theologisch-interdisziplinären Diskurs,"Alena Höfer, Malte Cramer",2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
72,Forschendes Lernen,"KEVIN - Kooperative EValuationsforschung einer INformatik-Vorlesung
","Dr. Katja Serova, Selina Yek",2020-04-01T00:00:00Z,2022-09-30T00:00:00Z
72,Forschendes Lernen,Landschaftsarchäologie begreifen. Entwicklung eigenständiger Forschungsansätze im Rahmen der Feldforschungsprojekte der Ur- und Frühgeschichte,"Jun.-Prof. Dr. Constance von Rüden, Prof. Dr. Thomas Stöllner, Dr. des. Aydin Abar",2019-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Forschendes Lernen,"Literarische Topographie. Erstellung einer interaktiven Online-Karte zu Ernst Jüngers Roman ""Heliopolis""",Dr. Manuel Mackasare,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Forschendes Lernen,Making History: Thematische und methodische Einblicke in die Erstellung von geschichtswissenschaftlichen Bachelorarbeiten,"Anna Victoria Breidenbach, Robert Queckenberg, Prof. Dr. Christian Wendt, Jun.-Prof. Dr. Tim Neu, Jun.-Prof. Dr. Juliane Czierpka",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
72,Forschendes Lernen,Migration lokal denken. Begegnungen mit religiösen Gemeinschaften in NRW,"Prof. Dr. Claudia Jahnel, Dr. Claudia Rammelt",2019-10-01T00:00:00Z,2020-07-31T00:00:00Z
72,Forschendes Lernen,Pergament und Mikrofon: Ein Mediävistischer Podcast,"Holger Kahle, Anika Meißner",2020-10-01T00:00:00Z,2021-09-30T00:00:00Z
72,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
72,Forschendes Lernen,Sprache - Literatur - Kultur: Chile im Spanischunterricht,"Jun.-Prof. Dr. Yasmin Temelli, Prof. Dr. Christian Grünnagel, Prof. Dr. Judith Visser",2019-06-01T00:00:00Z,2019-08-31T00:00:00Z
72,Forschendes Lernen,Traumatheologie: Kritische Bibellektüre anhand von Leiderfahrungen.  Entwicklung eines Tagungs- und Seminarkonzepts mit Studierenden zur angewandten wissenschaftlichen Exegese von Bibeltexten.,Prof. Dr. Peter Wick,2021-04-01T00:00:00Z,2021-12-31T00:00:00Z
72,Forschendes Lernen,Von der Neugier zur Publikation. Einblicke in die Projektentwicklung und die Durchführung archäologischer Feldforschung in den tridentiner Alpen (Italien),Dr. des. Aydin Abar,2021-04-01T00:00:00Z,2021-10-31T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",DigiAttika 2.0: Analytische Ansätze zu einem digitalen Repositorium,Dr. phil. Barbora Weissova,2021-10-01T00:00:00Z,2022-09-30T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",Digitale Analyse großer Textkorpora,"Dr. Stephanie Heimgartner, Jun.-Prof. Dr. Tatjana Scheffler, Prof. Dr. Stefanie Dipper, Prof. Dr. Judith Visser",2021-10-01T00:00:00Z,2022-09-30T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science","Interaktivierung eines Staubfängers:
Das Potential archivarischer Daten entdecken und mit Data Science erschließen",Dr. Barbora Weissova,2020-10-01T00:00:00Z,2022-03-31T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",LIMELDAS: Linguistische Methoden: Linguistic Data Science,"Prof. Dr. Eva Belke, Jun.-Prof. Dr. Agata Renans, Prof. Dr. Stefanie Dipper, Prof. Dr. Tanja Anstatt, Prof. Dr. Judith Visser, Prof. Dr. Lena Heine, Prof. Dr. Eric Fuß, Prof. Dr. Karin Pittner, Jun.-Prof. Dr. Tatjana Scheffler",2020-09-01T00:00:00Z,2021-08-31T00:00:00Z
72,"Forschendes Lernen, Schwerpunkt Data Science",Sport Science goes Open Source: Entwicklung einer frei verfügbaren Softwarebibliothek für Lehre und Wissenschaft,"Robin Schäfer, Dr. Markus Reichert, Prof. Dr. Laurenz Wiskott, Pablo Nolte",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
72,Innovative Praxisprojekte,Den Campus mitgestalten! Gründung eines Zentrums für simulationsbasierte Lehre (ZSBL) an der RUB,"Prof. Dr. Joachim Wirth, Prof. Dr. Uta Wilkens, Prof. Dr. Thorsten Schäfer",2020-08-15T00:00:00Z,2021-08-15T00:00:00Z
72,Innovative Praxisprojekte,Kollaboration im B2B Wertschöpfungsnetzwerk - Nutzung von Laborerfahrung für den Transfer zu Praxispartnern (Exploiting the Collaboration Space),"Prof. Dr. Uta Wilkens, Prof. Dr. Kristina Tschulik",2020-05-01T00:00:00Z,2021-12-01T00:00:00Z
72,Innovative Praxisprojekte,"Religiöse Pluralität entdecken, reflektieren und diskutierend sichtbar machen","Prof. Dr. Claudia Jahnel, Dr. Claudia Rammelt",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
72,Innovative Praxisprojekte,Technikzukünfte in der deutschsprachigen Science-Fiction-Literatur. Literaturwissenschaft als soziale Praxis,"Prof. Dr. Ralph Köhnen, Markus Tillmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
72,Innovative Praxisprojekte,WORTWORTWORT. Begleitung eines Literaturfestivals,Dr. Stephanie Heimgartner,2020-09-01T00:00:00Z,2021-03-31T00:00:00Z
72,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
72,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
72,interLECTURE,Globale Christentümer: Theologische und religionswissenschaftliche Perspektiven,"Vertr.-Prof. Dr. Martin Radermacher, Prof. Dr. Cladia Jahnel, Prof. Dr.Bernhard Grümme, Dr. Jens Schlamelcher, Dr. Claudia Rammelt, Dr. habil. Kristin Platt",2020-06-01T00:00:00Z,2021-09-30T00:00:00Z
72,interLECTURE,No-Go-Areas erfoschren: Aspekte räumlicher Begrenzung und ihrer Medialisierung,"Dr. Stephanie Heimgartner, Dr. Hilde Hoffmann, Dr. Olena Petrenko,",2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Lerninfrastrukturprogramm,Bioinformatischer Designer-Katalysator,Prof. Dr. Dirk Tischler,2021-02-02T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Eye-tracking-fähige VR-Brillen in der geowissenschaftlichen Methodenausbildung,"Prof. Dr. Frank Dickmann, Prof. Dr. Carsten Jürgens, Prof. Dr. Harald Zepp",2019-06-11T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Geodaten aus der Luft in 3D,"Prof. Dr Carsten Jürgens, Prof. Dr Harro Stolpe",2021-07-22T00:00:00Z,NA
72,Lerninfrastrukturprogramm,IGEM Wettbewerb,"Prof. Dr. Dirk Tischler, Frau Luise Pinske",2021-07-22T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Muskelfunktions- und Karftdiagnostik forschend Lernen,"Dr. Daniel Hahn, Prof. Dr. Petra Platen",2019-12-12T00:00:00Z,NA
72,Lerninfrastrukturprogramm,"Neukonzeption des Aufbaumoduls ""Molekulare Mechanismen zur Reparatur des Nervensystems""",Prof. Dr. Dietmar Fischer,2019-12-12T00:00:00Z,NA
72,Lerninfrastrukturprogramm,"Neukonzeption des Grundpraktikums ""Tierphysiologische Übungen""",Prof. Dr. Dietmar Fischer,2019-06-11T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Virtual Humanities Lab,Prof.  Dr. Florian Sprenger,2021-07-22T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Virtueller Hörsaal DiViP,"Torsten Cleve, Dr. Ivonne Möller",2021-02-02T00:00:00Z,NA
72,Lerninfrastrukturprogramm,Vivid iq Ultraschallgeraet,"Prof. Dr. Petra Platen, Prof. Dr. Daniel Hahn, Prof. Dr. Alexander Ferauti",2020-06-01T00:00:00Z,NA
72,Studentische Initiativprojekte,Die Sprache der Dinge,"Samira Kleinschmidt, Clara Stolz",2019-04-01T00:00:00Z,2019-09-30T00:00:00Z
72,Studentische Initiativprojekte,Fake News,"Jennifer Haas, Julia Schmidt, Christina Lammering",2019-10-01T00:00:00Z,2020-12-31T00:00:00Z
72,Studentische Initiativprojekte,HERMAION 3.0,"Robert Queckenberg, Carina Liebel, Kristina Ahrens",2019-04-01T00:00:00Z,NA
72,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
72,Studentische Initiativprojekte,Lernen Durch Erinnern,"Sebastian Döpp, Thorben Pieper, Luise Mohr, Chris Buchholz, Jano Meyer, Janina Schäuffele",2019-10-01T00:00:00Z,2021-03-31T00:00:00Z
72,Studentische Initiativprojekte,Ungebunden. Projekt Literaturagentur,"Nina Kullmann, Lisa Brammertz, Marlon Brand",2019-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,UNIC@RUB,Design of a Virtual Exchange program for the Summer Semester 2022 between the Protestant Faculty of RUB and the Faculty of Theology of the University of Deusto in the frame of the UNIC cooperation“,Prof. Dr. Claudia Jahnel,2022-02-01T00:00:00Z,2022-07-31T00:00:00Z
72,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
72,UNIC@RUB,"Transnational Migration and Social Cohesion in Sustainable
Urban Transformation",Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
72,UNIC@RUB,Urban modeling for post-industrial cities,Jun. Prof. Dr. Andreas Rienow,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z
72,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Dr. Sticker",Prof. Dr. Corinna Mieth,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
72,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Araujo",Prof. Dr. Corinna Mieth,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
72,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Moolio",Prof. Dr. Corinna Mieth,2019-04-01T00:00:00Z,2019-09-30T00:00:00Z
72,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Pinzani",Prof. Dr. Corinna Mieth,2020-10-01T00:00:00Z,2021-03-31T00:00:00Z
74,Digitalisierung der Lehre,Digifit - Digital Geology meets Inclusive Field Training,"Prof. Dr. Tobias Backers, Samira Ahmadnia, Dr. Mandy Duda",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
74,Digitalisierung der Lehre,Digital-Modular-Learning-In-Surgery (DMLIS),"Dr. med. cand. habil Sebastian Brinkmann, Professor Dr. med. Dirk Bausch",2021-11-01T00:00:00Z,2022-12-31T00:00:00Z
74,Digitalisierung der Lehre,E-Teaching Biochemie – Vorbereitend.Begleitend.Kooperativ.,"Prof. Dr. Thomas Günther-Pomorski, Dr. Daniel Tapken",2022-05-01T00:00:00Z,2023-04-30T00:00:00Z
74,Digitalisierung der Lehre,Gründungsbausteine - Micro Degrees für Entrepreneure,Prof. Dr. Nicola Werbeck,2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
74,Digitalisierung der Lehre,Maschinelles Lernen im Maschinenbau,Univ.-Prof. Dr.-Ing. Detlef Gerhard,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
74,Digitalisierung der Lehre,Sprache 4.0 — Digitale Kompetenzen für China,Rüdiger Breuer,2022-02-01T00:00:00Z,2023-03-31T00:00:00Z
74,DiversiTEACH (MKW),DiversiTEACH,Dr. Henning Feldmann,2021-10-01T00:00:00Z,2022-12-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,#history – Geschichte(n) erzählen mit dem Smartphone,Mia Berg,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,4 for U: Nachhaltige digitale Begleitung im internationalen Studiengang,"Jun.-Prof. Dr. Anna Grünebohm, Jutta Kellermann, Dr. Manuel Piacenza",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Blended Learning in der Grundwassermodellierung,Dr. Thomas Heinze,2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Campus im Fokus – Feldforschung nach dem Lockdown,"Dr. Nino Aivazishvili-Gehne, Seda Sönmeztürk",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Diagnostik-Szenarios in der Sportmedizin (Diagnostik-Spomed),Prof. Dr. Petra Platen,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Doing Health in a digitized world – (Digitale) Gesundheitskompetenz aus praxeologischer Perspektive,Prof. Dr. Sebastian Merkel,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,EDIT – gEschichte DIgiTal produzieren,"Jun.-Prof. Dr. Christian Bunnenberg, Theresa Hiller, Elena Lewers",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Eigenregie – Geländepraktikum selbst inszeniert,Dr. Sara Waßmann,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,eLanUm - Der ePfad durch die Lande der Umweltchemie,Prof. Dr. Thomas Müller,2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Fit & smart? Fitness Apps in der Sportwissenschaft auf dem Prüfstand,Dr. Sarah Jakowski,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Im Ra(h)men des Möglichen – ein digitales Lehrkonzept zur kombinierten Anwendung abwechslungsreicher e-Learning Tools,"Robin Stetzka, Melissa Kistner, Elka Thevanesan",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,LAMPE - Learning About Methods with Personalized E-Learning-Tools,"Dr. Katja Serova, Cosima Quirl, Inga Lotte Limpinsel, Bernadette Hagen",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Learning Hubs – das Smartphone als e-Learning Tool und Analysegegenstand im Bereich der Virtual Reality,Janou Feikens,2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Lehrsammlungen in Bewegung,Dr. Soi Agelidis,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Mach Dich auf: Dein W(BT)eg zum erfolgreichen Projektmanagement,"Dominic Habenstein, Dr. Arno Krombholz",2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Mediävistisches Varieté: Eine Bühne für die mittelalterliche Sprache und Literatur,PD Dr. Michael Ralf Ott,2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Online-Praktikumsversuch „Pulsarbeobachtungen bei langen Wellenlängen“,"Dr. Björn Adebahr, Dr. Peter Kamphuis",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,"Ready, Set, Play! Game based Learning und Blended Learning in der Medienwissenschaft",Janou Feikens,2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,"Shouki – Lernen mit Smartphone, Videos und Anki","Prof. Dr. Christian Schwermann, Mi Liu",2021-08-19T00:00:00Z,2022-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Sporternährung für Prävention und Rehabilitation – der Wissenschaftspodcast,Marius Kirmse,2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Sportpsychologie auf Abstand hautnah erleben,"Dr. Jahan Heidari, Ewald Bormann",2020-08-19T00:00:00Z,2021-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Statistik for you,Dr. Nina Minkley,2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
74,eLearning-Wettbewerb 5x5000,"Theorien verstehen am CASE durch Collaboration, Anwendung, Situiertheit und Elaboration","Dr. Valentina Nachtigall, Berke Kücük, Prof. Dr. Nikol Rummel",2020-02-19T00:00:00Z,2020-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Together in (RUB-)Town – Proseminar mit Gamification anreichern,"Aleksandra Brand, Prof. Dr. Thomas Söding",2021-03-04T00:00:00Z,2021-09-30T00:00:00Z
74,eLearning-Wettbewerb 5x5000,Virtual Reality in der Vorlesung Sportmedizin (VR-Spomed),"Prof. Dr. Petra Platen, Dr. David Wiesche, Dominic Habenstein",2019-08-06T00:00:00Z,2020-03-31T00:00:00Z
74,Erasmus Mundus Design Measures (EMDM),Re-Designing Post-Industrial Cities (joint Master),Prof. Dr. Thomas Feldhoff,2022-03-01T00:00:00Z,2023-05-31T00:00:00Z
74,Extra-Zeit zum Lernen (MSB),FerienUNiversität,"Dr. Henning Feldmann, Dr. Carolin Kull",2021-08-01T00:00:00Z,2021-08-31T00:00:00Z
74,Forschendes Lernen,Außer Spesen nichts gewesen? - Schulden und öffentliche Haushalte im Mittelalter am Beispiel der Stadtrechnungen von Kalkar.,Dr. Jens Lieven,2019-10-01T00:00:00Z,2020-09-30T00:00:00Z
74,Forschendes Lernen,Ausstellungen eigenständig gestalten im Masterstudiengang Public History,Jun.-Prof. Dr. Christian Bunnenberg,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
74,Forschendes Lernen,Begleitkurs zur Masterarbeit: Qualitative Methoden in der Krisenforschung,"Dr. Dennis Dijkzeul, Rafael Bohlen, Dr. habil. Christian Gudehus, Dr. Katrin Radtke",2021-01-01T00:00:00Z,2022-06-30T00:00:00Z
74,Forschendes Lernen,"Bildanalysen zu ""Corona""",Dr. Silke Müller,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
74,Forschendes Lernen,Data Analytics in Accounting,Prof. Dr. Devrimi Kaya,2020-06-01T00:00:00Z,2020-11-30T00:00:00Z
74,Forschendes Lernen,Der künstliche Text. Eine Editionswerkstatt zu Konrads von Würzburgs 'Engelhard'.,Dr. phil. Lina Herz,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
74,Forschendes Lernen,Digitale Methoden in der Klassischen Philologie: „Dyskolos“ digital,Julia Jennifer Beine,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
74,Forschendes Lernen,"Durch die Übernahme gesellschaftlicher Verantwortung lernen: ""Soziale Ungleichheit, Armut und Wohnen"" - ein Service-Learning Projekt am Geographischen Institut",Janine Bittner,2019-10-01T00:00:00Z,2020-06-30T00:00:00Z
74,Forschendes Lernen,Eintauchen in (post-)migrantische Lebenswelten. Praxisnahe und reflexive Forschung in Bochum,"Prof. Dr. Dieter Haller, Prof. Dr. Jürgen Straub, Dr. Nino Aivazishvili-Gehne",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
74,Forschendes Lernen,"Forschendes Lernen: Datengetriebene, agenten-basierte Modellierung im Team (jeweils BSc und MSc Modul)","Dr. Frederik Schaff, Said Benjamin Bonakdar",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
74,Forschendes Lernen,Grow - Mit der Grounded Theory-Methodologie gemeinsam im Forschen wachsen,"Olga Neuberger, Inga Lotta Limpinsel, Raphaela Gilles, Prof. Dr. Sandra Aßmann",2021-01-01T00:00:00Z,2022-03-31T00:00:00Z
74,Forschendes Lernen,Interkulturelle Bibelhermeneutiken. Kontextuelle Exegese im theologisch-interdisziplinären Diskurs,"Alena Höfer, Malte Cramer",2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
74,Forschendes Lernen,"KEVIN - Kooperative EValuationsforschung einer INformatik-Vorlesung
","Dr. Katja Serova, Selina Yek",2020-04-01T00:00:00Z,2022-09-30T00:00:00Z
74,Forschendes Lernen,Landschaftsarchäologie begreifen. Entwicklung eigenständiger Forschungsansätze im Rahmen der Feldforschungsprojekte der Ur- und Frühgeschichte,"Jun.-Prof. Dr. Constance von Rüden, Prof. Dr. Thomas Stöllner, Dr. des. Aydin Abar",2019-04-01T00:00:00Z,2020-09-30T00:00:00Z
74,Forschendes Lernen,Lernreise - innovative Schulkonzepte entdecken und erforschen,"Prof. Dr. Gabriele Bellenberg, Nadine Ponto",2020-06-01T00:00:00Z,2021-09-30T00:00:00Z
74,Forschendes Lernen,"Literarische Topographie. Erstellung einer interaktiven Online-Karte zu Ernst Jüngers Roman ""Heliopolis""",Dr. Manuel Mackasare,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
74,Forschendes Lernen,Making History: Thematische und methodische Einblicke in die Erstellung von geschichtswissenschaftlichen Bachelorarbeiten,"Anna Victoria Breidenbach, Robert Queckenberg, Prof. Dr. Christian Wendt, Jun.-Prof. Dr. Tim Neu, Jun.-Prof. Dr. Juliane Czierpka",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
74,Forschendes Lernen,Migration lokal denken. Begegnungen mit religiösen Gemeinschaften in NRW,"Prof. Dr. Claudia Jahnel, Dr. Claudia Rammelt",2019-10-01T00:00:00Z,2020-07-31T00:00:00Z
74,Forschendes Lernen,Nachhaltigkeitsforschung in der Praxis – Die RUB als lebendes Labor für die Entwicklung und Umsetzung von Nachhaltigkeitsmaßnahmen über eine kooperative Einbindung in Forschung und Lehre,"Dr.-Ing. Christian Jolk, Prof. Dr. Harro Stolpe,Prof. Dr.-Ing. Martin Radenberg, Ina Schwarz, Matthias Thome, Johannes Gerwers, Dr. Ulrike Schulte",2020-10-01T00:00:00Z,2021-09-30T00:00:00Z
74,Forschendes Lernen,Online Enzyklopädie – Praktiken der Gewalt,Dr. Christian Gudehus,2019-10-01T00:00:00Z,2021-09-30T00:00:00Z
74,Forschendes Lernen,Pergament und Mikrofon: Ein Mediävistischer Podcast,"Holger Kahle, Anika Meißner",2020-10-01T00:00:00Z,2021-09-30T00:00:00Z
74,Forschendes Lernen,Religionskontakt zwischen Ost und West: Zeitgenössische Phänomene und ihre antiken Hintergründe,Dr. Rosel Pientka-Hinz,2020-11-01T00:00:00Z,2021-10-31T00:00:00Z
74,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
74,Forschendes Lernen,Sprache - Literatur - Kultur: Chile im Spanischunterricht,"Jun.-Prof. Dr. Yasmin Temelli, Prof. Dr. Christian Grünnagel, Prof. Dr. Judith Visser",2019-06-01T00:00:00Z,2019-08-31T00:00:00Z
74,Forschendes Lernen,Traumatheologie: Kritische Bibellektüre anhand von Leiderfahrungen.  Entwicklung eines Tagungs- und Seminarkonzepts mit Studierenden zur angewandten wissenschaftlichen Exegese von Bibeltexten.,Prof. Dr. Peter Wick,2021-04-01T00:00:00Z,2021-12-31T00:00:00Z
74,Forschendes Lernen,Von der Neugier zur Publikation. Einblicke in die Projektentwicklung und die Durchführung archäologischer Feldforschung in den tridentiner Alpen (Italien),Dr. des. Aydin Abar,2021-04-01T00:00:00Z,2021-10-31T00:00:00Z
74,Forschendes Lernen,Werkstoffkunde für Studierende in der Studieneingangsphase neu gedacht - Entwicklung einer forschenden werkstoffkundlichen Lehre unter Berücksichtigung nachhaltiger Entwicklungsziele,Prof. Dr. Sebastian Weber,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
74,Forschendes Lernen,Zwischen Bilderflut und Bildersturm: Zur Rolle von Bildern in Religion und Gesellschaft (2.0),"Dr. Martin Radermacher, Dr. Patrick F. Krüger, Dr. Jens Schlamelcher, FSR Religionswissenschaft",2020-04-01T00:00:00Z,2021-09-30T00:00:00Z
74,"Forschendes Lernen, Schwerpunkt Data Science",Big Data in der Windenergietechnik,"Prof. Dr.-Ing. Constantinos Sourkounis, Philip Krajinski",2020-09-01T00:00:00Z,2021-08-31T00:00:00Z
74,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
74,"Forschendes Lernen, Schwerpunkt Data Science",Data Science in Finance,"Prof. Dr. Stephan Paul, Doron Reichmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
